,scale_factor,int_measures,DS1,DS2,DST
0,0.2703359047932527,0.24999999999999997,0.13838519118192938,0.032374965010951516,0.07369524863522273
1,0.4325374476692043,0.39999999999999997,0.21416391011454322,0.0494919879976533,0.11604165262832461
2,0.5947389905451559,0.5499999999999999,0.2709150951632542,0.06304078815867034,0.14808958639710193
3,0.7569405334211075,0.6999999999999998,0.38031696644151025,0.0844841276953886,0.2095566190949137
4,0.919142076297059,0.8499999999999998,0.48223460664971035,0.12535769001045377,0.2670736900089853
5,1.0813436191730106,0.9999999999999998,0.554548302466548,0.1612539706698752,0.30766631097010655
6,1.2435451620489621,1.1499999999999997,0.6190338443234265,0.194265767182839,0.3436834693499529
7,1.4057467049249137,1.2999999999999996,0.6559039414069289,0.22330561141033478,0.37317396166558614
8,1.5679482478008653,1.4499999999999995,0.7290305458726289,0.2683346580230272,0.4484236054535571
9,1.7301497906768168,1.5999999999999994,0.7799623992955887,0.29721411657471863,0.49668509736335253
10,1.8923513335527684,1.7499999999999993,0.8229996591094036,0.31985156126554776,0.5345153375615679
11,2.05455287642872,1.8999999999999995,0.8558872854564117,0.3361844969873564,0.5618098882468026
12,2.2167544193046718,2.0499999999999994,0.8939689290838918,0.35372982961404137,0.5911305185869385
13,2.3789559621806236,2.1999999999999997,0.945295512187309,0.37626237838586746,0.6287854634783782
14,2.5411575050565753,2.3499999999999996,1.0548623101241323,0.4028240898125769,0.6731736856064338
15,2.703359047932527,2.5,1.218339021053306,0.43953432265583436,0.7345214633772815
16,2.865560590808479,2.65,1.3411429420367502,0.4855166091401621,0.8113641002703927
17,3.0277621336844307,2.8000000000000003,1.42511484217838,0.6040956180220559,1.009525705952224
18,3.1899636765603825,2.95,1.5489974304074303,0.6541928929571316,1.0932450466266477
19,3.3521652194363343,3.1000000000000005,1.6516662294728965,0.7073458939607242,1.1820709199831267
20,3.514366762312286,3.250000000000001,2.608115576991351,1.273598685886362,2.1283561312346944
