,scale_factor,int_measures,DS1,DS2,DST
0,0.4950042324950205,0.25,0.11669577229446769,0.024484603439475405,0.06158239322552317
1,0.7920067719920327,0.39999999999999997,0.25991816075859453,0.05399589634961403,0.1414975871616294
2,1.0890093114890451,0.5499999999999999,0.38076172126958985,0.10126132969082684,0.21045526245524732
3,1.3860118509860575,0.7000000000000001,0.4690443821789853,0.1416185033868592,0.26003734712737475
4,1.6830143904830699,0.8500000000000001,0.533346237946938,0.17309793049919453,0.29605234114459994
5,1.9800169299800823,1.0,0.594838087375794,0.20561648472948046,0.3436130319593955
6,2.2770194694770947,1.1500000000000001,0.6744914103203418,0.24305681037512528,0.4061808938191727
7,2.574022008974107,1.3000000000000003,0.7886034619044106,0.2771898727748743,0.4632218702596935
8,2.8710245484711194,1.4500000000000002,0.8940549098063676,0.314554225180218,0.5256627705313374
9,3.168027087968132,1.6000000000000003,0.9971966028454511,0.36636172760315183,0.6122401332812594
10,3.465029627465144,1.7500000000000002,1.5812321553998745,0.6590273726366543,1.0108374255686363
11,3.7620321669621566,1.9000000000000004,2.1432911859511674,0.9711796398186313,1.4016266201048193
12,4.059034706459169,2.0500000000000003,3.4362573762794644,1.4247517129592118,2.0562312532586735
