,scale_factor,int_measures,DS1,DS2,DST
0,0.29893871883995976,0.25,0.11412963855002974,0.029740379363192775,0.060495017444618486
1,0.4783019501439356,0.4,0.2543258964044729,0.059909478036038716,0.13867893772000486
2,0.6576651814479115,0.55,0.3899788547189996,0.09784488947787645,0.21498159400502034
3,0.8370284127518874,0.7000000000000002,0.502096153541629,0.14113263515824132,0.27807730957530574
4,1.0163916440558634,0.8500000000000002,0.6055348708947198,0.18840400870966909,0.3358419835732458
5,1.1957548753598393,1.0000000000000002,0.6928365699249591,0.23722475295303028,0.3964347349156009
6,1.3751181066638152,1.1500000000000004,0.7742095073190236,0.2869973646746323,0.47961151932906065
7,1.554481337967791,1.3000000000000003,0.9087810626376838,0.3385727687460287,0.5658010142560818
8,1.733844569271767,1.4500000000000004,1.2472637177371095,0.44934843072076286,0.7509221689559414
9,1.913207800575743,1.6000000000000005,1.44520697373512,0.6031248852555116,1.007903479847282
10,2.092571031879719,1.7500000000000004,1.743634336804779,0.8049410952039208,1.3258093061645602
11,2.2719342631836947,1.9000000000000006,1.9879915500811103,0.8809938059918915,1.4722601313440233
12,2.4512974944876706,2.0500000000000007,2.190788808684348,0.991669549534113,1.657214308792086
13,2.6306607257916466,2.2000000000000006,2.643961149867143,1.291102846711212,2.1576079579101903
