,scale_factor,int_measures,DS1,DS2,DST
0,0.33323482609913324,0.25,0.10742626876864077,0.02589605966341273,0.05654592140592685
1,0.5331757217586132,0.4,0.17423993409728536,0.04136455141455806,0.09394567462821334
2,0.7331166174180931,0.5499999999999999,0.29015171853135974,0.06768869539963546,0.15890447354285137
3,0.933057513077573,0.7,0.37111976488685616,0.09661424178920171,0.20450910902594907
4,1.132998408737053,0.8500000000000001,0.44422331088607414,0.11694717168538975,0.2459278671995929
5,1.332939304396533,1.0,0.5183074279429823,0.1488450763656283,0.28723039910047676
6,1.5328802000560129,1.1500000000000001,0.6163489008533855,0.19324650904388335,0.3422203602180031
7,1.7328210957154928,1.3,0.6986871672679742,0.22950125066455326,0.3880550674477373
8,1.9327619913749727,1.45,0.7635987045225737,0.2606939090078898,0.43565487760089344
9,2.1327028870344527,1.6,0.8193024880429426,0.28878741629768967,0.48260293836033047
10,2.332643782693933,1.7500000000000002,0.9849091759607222,0.3747877109582583,0.6263210942105191
11,2.357636394651368,1.7687500000000003,1.2876551162274632,0.4603895813812701,0.7693734291249343
12,2.3701327006300854,1.7781250000000002,3.02847292508608,1.4788681804053538,2.4713892954930974
