,scale_factor,int_measures,DS1,DS2,DST
0,0.235634553761937,0.25,0.136037917458339,0.032098437983702696,0.07250116977709153
1,0.37701528601909917,0.39999999999999997,0.22790167545885312,0.05205631529700733,0.12368466635266519
2,0.5183960182762614,0.5499999999999999,0.28943534278454963,0.0627198119722267,0.15826923311352112
3,0.6597767505334236,0.7,0.36280777395223746,0.07918566501846629,0.19968604336080578
4,0.8011574827905857,0.85,0.403437182715263,0.09604848797493414,0.22273888607576173
5,0.9425382150477479,0.9999999999999999,0.5102252400302536,0.1338415392064475,0.2828237568036576
6,1.0839189473049102,1.1500000000000001,0.5878033009914073,0.16388261610741894,0.3261131735908283
7,1.2252996795620725,1.3,0.6541999598160441,0.20417280881240663,0.36312593877643934
8,1.3666804118192348,1.4500000000000002,0.7327980648029339,0.2547946657599151,0.4257964420704471
9,1.5080611440763971,1.6000000000000003,0.867885504456449,0.325770284306331,0.5444063264676722
10,1.6494418763335594,1.7500000000000004,1.558181734853713,0.7131640226140393,1.1917938020250296
11,1.7908226085907217,1.9000000000000006,2.9178260266159777,1.4526584905779376,2.3355486115532775
