,scale_factor,int_measures,DS1,DS2,DST
0,0.3830790667818823,0.25,0.12507498452120389,0.02913605514949487,0.06636779898105712
1,0.6129265068510117,0.4,0.22625123640878284,0.049480312412058344,0.12270226215889003
2,0.8427739469201411,0.55,0.3183412800379948,0.06812929512971858,0.17452944017801672
3,1.0726213869892705,0.7000000000000001,0.41918337957231533,0.09981150872870305,0.2316841967892949
4,1.3024688270583997,0.85,0.5388724534733396,0.17253524920745195,0.299002367397333
5,1.5323162671275292,1.0,0.7687497314418079,0.291521551675258,0.48717204938326103
6,1.7621637071966587,1.1500000000000001,1.0595599841430394,0.41221588989818764,0.6888686572776936
7,1.9920111472657882,1.3000000000000003,1.369356343652799,0.6027699269699416,1.0073102964121876
8,2.2218585873349177,1.4500000000000004,1.5520145721234007,0.6905422682715712,1.153989782526871
9,2.451706027404047,1.6000000000000003,1.6992956415098528,0.7760149288806655,1.2968261903186262
10,2.6815534674731767,1.7500000000000004,1.886226865282314,0.873311413598278,1.3973308867107916
11,2.911400907542306,1.9000000000000006,2.073187413112016,0.9691661082490249,1.5247600659183322
12,3.1412483476114357,2.0500000000000007,2.677302234821184,1.332912170835245,2.0762854493741068
