,scale_factor,int_measures,DS1,DS2,DST
0,0.2428508655838765,0.25,0.14916287474427564,0.035355926364693764,0.0798483151311103
1,0.3885613849342024,0.4,0.296914883997016,0.06709938557934297,0.16256679153423037
2,0.5342719042845283,0.55,0.38746704515830777,0.09362140001502953,0.21378729871062702
3,0.6799824236348542,0.7,0.4383179985378472,0.11720444423814864,0.2426705014546455
4,0.82569294298518,0.85,0.4926382740692868,0.14161010515862427,0.27311875481007364
5,0.9714034623355059,0.9999999999999999,0.5501984595522023,0.17012864473104725,0.30538074404209037
6,1.1171139816858318,1.15,0.6157743932986605,0.20420353403765648,0.34195197925297094
7,1.2628245010361576,1.2999999999999998,0.7055460839927512,0.24993741731758085,0.41767932117692363
8,1.4085350203864835,1.4499999999999997,0.8144641182963477,0.30620370297832517,0.511707915423238
9,1.5542455397368093,1.5999999999999999,0.9127400840862304,0.36093038856876564,0.6031636291495005
10,1.6999560590871352,1.7499999999999998,0.9799770090623356,0.3995934347949706,0.6677748229263573
11,1.845666578437461,1.8999999999999997,1.0723593871479653,0.41213207148370606,0.688728585339532
12,1.991377097787787,2.05,1.054002502899374,0.41889299343207165,0.7000270028403232
13,2.137087617138113,2.1999999999999997,1.093217528777672,0.4281026338989178,0.7154175610839016
14,2.282798136488439,2.3499999999999996,1.5595417935546945,0.6806372749903535,1.13743719542582
15,2.428508655838765,2.5,2.0742106736510855,0.9735551857358005,1.626942750191409
16,2.574219175189091,2.6500000000000004,2.6210646698968043,1.3049139367281983,1.8832788864947647
