,scale_factor,int_measures,DS1,DS2,DST
0,0.20806939854158285,0.25,0.11200435141901334,0.028575483656552762,0.05920830386629876
1,0.33291103766653257,0.4,0.27612669940968737,0.06404447885016604,0.15093550680775394
2,0.4577526767914823,0.55,0.4809566204565468,0.13624056479395721,0.2665434211667846
3,0.582594315916432,0.7,0.6672963871349774,0.22120646402126376,0.3706644137861746
4,0.7074359550413817,0.85,0.8081953419849276,0.2844289406785783,0.4753193344986347
5,0.8322775941663314,1.0,0.9771826355818708,0.37964389425945055,0.6344364351087385
6,0.9571192332912811,1.15,1.3978863106561452,0.5999270242949888,1.0025594204841646
7,1.0819608724162308,1.3,1.701327913132009,0.7827214223321795,1.29607893459769
8,1.2068025115411805,1.45,2.1007904415400933,0.9378278938152533,1.5672376000101431
9,1.33164415066613,1.5999999999999999,2.6632230851037915,1.3259027754187511,2.08916405770612
