,scale_factor,int_measures,DS1,DS2,DST
0,0.2766813402269586,0.25,0.12457864125963881,0.030463384880289185,0.06614746686621616
1,0.4426901443631338,0.4,0.21607737201109645,0.05077691691760279,0.11711431074340493
2,0.608698948499309,0.5499999999999999,0.29205814564152854,0.06745702720125145,0.15994683058123452
3,0.7747077526354841,0.7,0.35693020992808233,0.0845306252029334,0.19654187378094862
4,0.9407165567716592,0.8499999999999999,0.3698464685512822,0.08904047376510912,0.203856553695649
5,1.1067253609078345,1.0,0.3930061577930807,0.09890306623548192,0.21710937889794904
6,1.2727341650440096,1.15,0.4358011082981,0.11813193637102468,0.2413502402556968
7,1.4387429691801847,1.2999999999999998,0.47036926694804476,0.1375011183685418,0.2607494224297586
8,1.6047517733163599,1.45,0.5106160614960529,0.1593602726203083,0.2833518612832371
9,1.770760577452535,1.5999999999999999,0.550303981347968,0.18196051930510165,0.3055820297658645
10,1.9367693815887101,1.7499999999999998,0.593825859779374,0.20606671169680849,0.3443654222821705
11,2.1027781857248855,1.9,0.6407127110313114,0.2314576281736299,0.38679708726422174
12,2.2687869898610606,2.05,0.6928561109982491,0.2579603881348265,0.43108679349833073
13,2.434795793997236,2.1999999999999997,0.7429828722016626,0.28229005533151746,0.47174496700526936
14,2.600804598133411,2.3499999999999996,0.7886151865483845,0.3063929703658644,0.5120242068965065
15,2.766813402269586,2.5,0.839793257494798,0.33040641354428363,0.5521539271821985
16,2.932822206405761,2.65,0.8906743041272039,0.35377952254501216,0.591213562214011
17,3.0988310105419363,2.8,0.9403789781475542,0.3763141606321553,0.628871998634701
18,3.2648398146781115,2.9499999999999997,0.9858080653320606,0.3966830800088526,0.6629112253726337
19,3.4308486188142866,3.0999999999999996,1.19068449413335,0.4210462786680329,0.7036254345009728
20,3.5968574229504617,3.2499999999999996,1.2605829132915483,0.4576277318505264,0.7647580039934181
21,3.762866227086637,3.3999999999999995,1.3325018794279286,0.563848030962748,0.9422665295457534
22,3.928875031222812,3.5499999999999994,1.4423500688201274,0.6126007700408895,1.0237389684555296
23,4.094883835358988,3.6999999999999997,1.470110117535849,0.6527256610340328,1.0907931030952382
24,4.260892639495163,3.85,1.8048956015688136,0.7747070584591961,1.2946405614692547
25,4.426901443631338,4.0,1.6987719407456816,0.7315098497759008,1.2224521672975608
26,4.592910247767513,4.1499999999999995,1.7391242570894558,0.7505553927341193,1.2542798525621757
27,4.758919051903688,4.3,1.562617550603573,0.6902030617848126,1.1534229224838703
28,4.924927856039863,4.45,1.6337540879795645,0.7285411785122586,1.2174911150009373
29,5.090936660176038,4.6,1.74735104894453,0.7823596878947633,1.3074291431156948
30,5.2569454643122135,4.75,1.8144316453343154,0.8139999103525731,1.3603042459310237
31,5.422954268448389,4.8999999999999995,1.877193664527019,0.8425377043994858,1.407994770116347
32,5.588963072584564,5.05,1.9283191181965826,0.8686492298258343,1.4516306703829858
33,5.754971876720739,5.199999999999999,2.0457721283836587,0.8820187995062271,1.4739730345174384
34,5.920980680856914,5.35,2.1957372582491566,0.9158633526502336,1.4643066330957621
35,6.086989484993089,5.499999999999999,2.4634077560296133,1.226423426177402,1.769999752024689
