,scale_factor,int_measures,DS1,DS2,DST
0,0.27649910374369985,0.25,0.13833321192697806,0.03306915026676354,0.07374502897551097
1,0.4423985659899198,0.4,0.19061183612108226,0.04410012063597135,0.10301240608479734
2,0.6082980282361397,0.5499999999999999,0.23605342959249415,0.05252620640849531,0.12829346011830697
3,0.7741974904823595,0.7,0.2872623754347058,0.0646165825443186,0.15719809005227564
4,0.9400969527285794,0.8499999999999999,0.3523912094242897,0.08346282120808297,0.19402190638105346
5,1.1059964149747994,1.0,0.4419799956723863,0.12286239205049444,0.24463357835209884
6,1.2718958772210194,1.1500000000000001,0.5414596915769306,0.1732511469557739,0.3005412292210257
7,1.4377953394672394,1.3,0.6543484719730478,0.22877285799129637,0.3823104721775008
8,1.6036948017134594,1.4500000000000002,0.7452926270645363,0.275373397458102,0.4601862936526102
9,1.7695942639596793,1.6000000000000003,0.8342435926804485,0.31840739374487,0.5321019377746283
10,1.9354937262058993,1.7500000000000002,0.9095314398520185,0.35237353623757817,0.5888639684125879
11,2.101393188452119,1.9000000000000001,0.9552458267065581,0.3711026503426901,0.6201628581491669
12,2.267292650698339,2.0500000000000003,0.9767175580375698,0.37749925305352616,0.6308524487945951
13,2.433192112944559,2.2,1.0550889865742958,0.388776271026535,0.6496978752314113
14,2.599091575190779,2.3500000000000005,1.4635716744130274,0.6404228711743155,1.0702334727192082
15,2.764991037436999,2.5000000000000004,1.7480193536510467,0.7749133271380403,1.2949852644060311
16,2.930890499683219,2.6500000000000004,36198858.38870248,17369367.343253776,28002523.27903641
