,scale_factor,int_measures,DS1,DS2,DST
0,0.3560953205893479,0.24999999999999997,0.13183033355754414,0.031064329319209622,0.07019677289427065
1,0.5697525129429566,0.39999999999999997,0.25793747756992386,0.05814748878537627,0.14058920416950024
2,0.7834097052965653,0.5499999999999999,0.3744663690984953,0.09567159187853576,0.2065280264790301
3,0.997066897650174,0.6999999999999998,0.48357903249205986,0.14407631657201372,0.2681277346055231
4,1.2107240900037828,0.8499999999999999,0.5688015613242471,0.18658282219169187,0.3158021500633006
5,1.4243812823573916,0.9999999999999999,0.6289372602667798,0.2132279423632129,0.3563328099411961
6,1.6380384747110004,1.15,0.6965298327767622,0.23251621460090538,0.38856612875107405
7,1.8516956670646092,1.3,0.7761870639359679,0.26947947991583726,0.45033675809868434
8,2.065352859418218,1.45,0.8354277817218203,0.2992563198796599,0.5000978960521911
9,2.2790100517718264,1.5999999999999999,0.8866058526682337,0.3258054954144673,0.5444651690047444
10,2.492667244125435,1.7499999999999996,0.9343564193595877,0.3517694783091658,0.587854505691085
11,2.7063244364790435,1.8999999999999995,0.9862770510910197,0.3799492210645002,0.6349466776087969
12,2.919981628832652,2.0499999999999994,1.482350645844682,0.6409609722858582,1.0711327126545722
13,3.1336388211862607,2.1999999999999993,1.6002067670711078,0.7169354415960433,1.1980963546287302
14,3.3472960135398693,2.349999999999999,1.544925070733802,0.7025880980237365,1.1571824779502204
15,3.560953205893478,2.499999999999999,1.8287747931291485,0.8558134597254492,1.4301803577413228
16,3.7746103982470864,2.649999999999999,2.05052689282365,0.9489340385689058,1.5857974741233654
17,3.988267590600695,2.799999999999999,3.03134580284944,1.4157602640202545,2.199183855919113
