DS1,DS2,DST
0.025587130889929973,,0.0600785974543907
0.026118688075198675,,0.04620297865950353
0.023839764061271276,0.048819821101439,0.029213560215568948
0.02340766357451827,0.04701689381433844,0.032577755976541924
0.022541440153666995,0.05877396186304283,0.040519215953326214
